score,edge,leg,k_size,max_$,kalshi,poly
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 25? | 0.80-0.90
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 25? | 1.30-1.40
0.67,0.371,kalYES+polyNO,500.0,185.5,Will the WTI close price be above 92.19 USD/ba,XRP above ___ on July 25? | 0.70
0.67,0.371,kalYES+polyNO,500.0,185.5,Will the WTI close price be above 92.19 USD/ba,XRP above ___ on July 25? | 0.80
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,Solana price on July 27? | 50-60
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 28? | <0.70
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 28? | 0.70-0.80
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 28? | 0.80-0.90
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 28? | 1.40-1.50
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 28? | 1.50-1.60
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 28? | >1.60
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 26? | <0.60
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 26? | 0.60-0.70
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 26? | 0.70-0.80
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 26? | 0.80-0.90
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 26? | 1.30-1.40
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 26? | 1.40-1.50
0.67,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP price on July 26? | >1.50
0.5,0.371,kalYES+polyNO,500.0,185.5,Will the WTI close price be above 92.19 USD/ba,"Bitcoin above ___ on July 27? | 58,000"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,"Bitcoin above ___ on July 27? | 70,000"
0.5,0.371,kalYES+polyNO,500.0,185.5,Will the GOLD close price be above 4045.99 USD,"Bitcoin above ___ on July 28? | 60,000"
0.5,0.371,kalYES+polyNO,500.0,185.5,Will the WTI close price be above 92.19 USD/ba,"Bitcoin above ___ on July 26? | 60,000"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,"Bitcoin price on July 26? | 72,000-74,000"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,WTI Crude Oil (WTI) closes above ___ on July 23? | $96
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,What price will XRP hit July 20-26? | ↑ 1.60
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,What price will XRP hit July 20-26? | ↑ 1.50
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,What price will XRP hit July 20-26? | ↑ 1.40
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,What price will XRP hit July 20-26? | ↓ 0.90
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,What price will XRP hit July 20-26? | ↓ 0.80
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,"Bitcoin price on July 25? | 68,000-70,000"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.799 US,What price will XRP hit on July 23? | ↑ 1.15
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,Solana above ___ on July 27? | 110
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,Solana above ___ on July 27? | 120
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,Solana above ___ on July 27? | 130
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4049.99 USD,"Khamenei # posts July 21 - July 28, 2026? | 35-39"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.59 USD/ba,"Khamenei # posts July 21 - July 28, 2026? | 35-39"
0.5,0.371,kalYES+polyNO,500.0,185.5,Will the GOLD close price be above 4045.99 USD,"Ethereum above ___ on July 27? | 1,700"
0.5,0.371,kalYES+polyNO,500.0,185.5,Will the WTI close price be above 92.19 USD/ba,"Ethereum above ___ on July 28? | 1,500"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,"Bitcoin price on July 29? | >76,000"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,Solana price on July 28? | >120
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,"Bitcoin price on July 27? | 72,000-74,000"
0.5,0.371,kalYES+polyNO,500.0,185.5,Will the WTI close price be above 92.19 USD/ba,"Ethereum above ___ on July 26? | 1,600"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,"Ethereum above ___ on July 26? | 2,100"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,"Ethereum price on July 26? | <1,400"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,Solana price on July 27? | 90-100
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,"Bitcoin price on July 28? | 70,000-72,000"
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,"Bitcoin price on July 28? | 74,000-76,000"
0.5,0.371,kalYES+polyNO,500.0,185.5,Will the WTI close price be above 92.39 USD/ba,Will Meta (META) close above ___ end of July? | $500
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.799 US,What price will $ANSEM hit in 2026? | ↑ $1.5
0.5,0.371,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,Meta (META) Up or Down on July 23? | Meta (META) Up or D
0.67,0.37,kalYES+polyNO,100.0,37.0,Will the SILVER close price be above 58.649 US,How many 5.5 or above earthquakes July 20 - July 26? | ≤
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 58.149 US,How many 5.5 or above earthquakes July 20 - July 26? | ≤
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.199 US,How many 5.5 or above earthquakes July 20 - July 26? | ≤
0.67,0.37,kalYES+polyNO,20.0,7.4,Will the WTI close price be above 94.29 USD/ba,How many 5.5 or above earthquakes July 20 - July 26? | ≤
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4045.99 USD,How many 5.5 or above earthquakes July 20 - July 26? | 9
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4047.99 USD,How many 5.5 or above earthquakes July 20 - July 26? | 1
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4049.99 USD,How many 5.5 or above earthquakes July 20 - July 26? | 1
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.59 USD/ba,How many 5.5 or above earthquakes July 20 - July 26? | 1
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.19 USD/ba,Solana above ___ on July 26? | 30
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.19 USD/ba,Solana above ___ on July 26? | 40
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.19 USD/ba,Solana above ___ on July 26? | 50
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.19 USD/ba,Solana above ___ on July 26? | 60
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.49 USD/ba,Solana price on July 26? | 70-80
0.67,0.37,kalYES+polyNO,50.0,18.5,Will the SILVER close price be above 58.849 US,"CZ # posts July 24 - July 31, 2026? | <20"
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.299 US,"CZ # posts July 24 - July 31, 2026? | <20"
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.09 USD/ba,"CZ # posts July 24 - July 31, 2026? | <20"
0.67,0.37,kalYES+polyNO,50.0,18.5,Will the SILVER close price be above 58.899 US,"CZ # posts July 24 - July 31, 2026? | 20-39"
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 58.299 US,"CZ # posts July 24 - July 31, 2026? | 20-39"
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.349 US,"CZ # posts July 24 - July 31, 2026? | 20-39"
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the GOLD close price be above 4065.99 USD,"CZ # posts July 24 - July 31, 2026? | 20-39"
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.49 USD/ba,"CZ # posts July 24 - July 31, 2026? | 20-39"
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,"CZ # posts July 24 - July 31, 2026? | 40-59"
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4017.99 USD,XRP above ___ on July 27? | 1.10
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 93.69 USD/ba,XRP above ___ on July 27? | 1.10
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,XRP above ___ on July 27? | 1.30
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.29 USD/ba,Solana above ___ on July 27? | 70
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 93.69 USD/ba,XRP above ___ on July 26? | 1.10
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4049.99 USD,XRP above ___ on July 26? | 1.20
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.59 USD/ba,XRP above ___ on July 26? | 1.20
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.59 USD/ba,XRP price on July 24? | 1.00-1.10
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the GOLD close price be above 4045.99 USD,Solana price on July 24? | 70-80
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.39 USD/ba,Solana price on July 25? | 70-80
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 93.09 USD/ba,How many 6.5 or above earthquakes July 20 - July 26? | 0
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.649 US,How many 6.5 or above earthquakes July 20 - July 26? | 1
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.799 US,How many 6.5 or above earthquakes July 20 - July 26? | 2
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.89 USD/ba,Solana price on July 28? | 70-80
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the GOLD close price be above 4071.99 USD,Gold (XAUUSD) Up or Down on July 24? | Gold (XAUUSD) Up 
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4031.99 USD,Gold (XAUUSD) Up or Down on July 24? | Gold (XAUUSD) Up 
0.67,0.37,kalYES+polyNO,100.0,37.0,Will the SILVER close price be above 58.949 US,"CZ # posts July 21 - July 28, 2026? | <20"
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,"CZ # posts July 21 - July 28, 2026? | 20-39"
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,"CZ # posts July 21 - July 28, 2026? | 20-39"
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,"CZ # posts July 21 - July 28, 2026? | 20-39"
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4033.99 USD,XRP price on July 25? | 1.00-1.10
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.79 USD/ba,XRP price on July 25? | 1.00-1.10
0.67,0.37,kalYES+polyNO,100.0,37.0,Will the SILVER close price be above 58.649 US,XRP price on July 25? | 1.10-1.20
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 58.149 US,XRP price on July 25? | 1.10-1.20
0.67,0.37,kalYES+polyNO,20.0,7.4,Will the WTI close price be above 94.29 USD/ba,XRP price on July 25? | 1.10-1.20
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 93.69 USD/ba,XRP above ___ on July 25? | 1.10
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.19 USD/ba,Solana above ___ on July 25? | 50
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 58.499 US,XRP price on July 28? | 1.10-1.20
0.67,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 58.449 US,XRP price on July 28? | 1.10-1.20
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4029.99 USD,XRP price on July 28? | 1.10-1.20
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.99 USD/ba,XRP price on July 28? | 1.10-1.20
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.399 US,XRP price on July 26? | 1.00-1.10
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.29 USD/ba,XRP price on July 26? | 1.00-1.10
0.67,0.37,kalYES+polyNO,50.0,18.5,Will the SILVER close price be above 58.749 US,XRP price on July 26? | 1.10-1.20
0.67,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4021.99 USD,XRP price on July 26? | 1.10-1.20
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.29 USD/ba,What will WTI Crude Oil (WTI) hit in July 2026? | ↓ $80
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,What will WTI Crude Oil (WTI) hit in July 2026? | ↓ $85
0.5,0.37,kalYES+polyNO,20.0,7.4,Will the WTI close price be above 94.19 USD/ba,What will WTI Crude Oil (WTI) hit in July 2026? | ↓ $90
0.5,0.37,kalYES+polyNO,20.0,7.4,Will the WTI close price be above 94.09 USD/ba,What will WTI Crude Oil (WTI) hit in July 2026? | ↓ $90
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 93.59 USD/ba,What will WTI Crude Oil (WTI) hit in July 2026? | ↓ $90
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.599 US,What price will XRP hit in July? | ↑ 1.20
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4039.99 USD,What price will XRP hit in July? | ↑ 1.20
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4043.99 USD,What price will XRP hit in July? | ↓ 1.00
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.59 USD/ba,"Ethereum above ___ on July 24? | 1,900"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.19 USD/ba,"Bitcoin above ___ on July 25? | 66,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.89 USD/ba,What price will Solana hit in July? | ↓ 70
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 58.399 US,What price will Solana hit in July? | ↑ 80
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the GOLD close price be above 4067.99 USD,What price will Solana hit in July? | ↑ 80
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.19 USD/ba,"Bitcoin above ___ on July 27? | 60,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.49 USD/ba,"Bitcoin above ___ on July 27? | 62,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the GOLD close price be above 4057.99 USD,"Bitcoin above ___ on July 27? | 64,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.649 US,"Bitcoin above ___ on July 27? | 66,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4043.99 USD,"Bitcoin price on July 24? | 62,000-64,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 57.999 US,"Bitcoin price on July 24? | 64,000-66,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 93.29 USD/ba,"Bitcoin price on July 24? | 64,000-66,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,Bitcoin Up or Down on July 24? | Bitcoin Up or Down on J
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the GOLD close price be above 4069.99 USD,Bitcoin Up or Down on July 24? | Bitcoin Up or Down on J
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,Bitcoin Up or Down on July 24? | Bitcoin Up or Down on J
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,Bitcoin Up or Down on July 24? | Bitcoin Up or Down on J
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4049.99 USD,What price will XRP hit in 2026? | ↑ 3.60
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.59 USD/ba,What price will XRP hit in 2026? | ↑ 3.60
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4049.99 USD,What price will XRP hit in 2026? | ↑ 3.40
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.59 USD/ba,What price will XRP hit in 2026? | ↑ 3.40
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4049.99 USD,What price will XRP hit in 2026? | ↑ 3.20
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.59 USD/ba,What price will XRP hit in 2026? | ↑ 3.20
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4049.99 USD,What price will XRP hit in 2026? | ↑ 3.00
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.59 USD/ba,What price will XRP hit in 2026? | ↑ 3.00
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4047.99 USD,What price will XRP hit in 2026? | ↑ 2.60
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4047.99 USD,What price will XRP hit in 2026? | ↓ 0.40
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 92.19 USD/ba,"Bitcoin above ___ on July 29? | 56,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 57.749 US,"Bitcoin above ___ on July 29? | 60,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 93.39 USD/ba,"Bitcoin above ___ on July 29? | 64,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.599 US,"Bitcoin above ___ on July 29? | 66,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4039.99 USD,"Bitcoin above ___ on July 29? | 66,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4049.99 USD,"Bitcoin above ___ on July 29? | 70,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.59 USD/ba,"Bitcoin above ___ on July 29? | 70,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 57.799 US,"Bitcoin above ___ on July 28? | 62,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 57.999 US,"Bitcoin above ___ on July 28? | 64,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 93.29 USD/ba,"Bitcoin above ___ on July 28? | 64,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4047.99 USD,"Bitcoin above ___ on July 28? | 68,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the GOLD close price be above 4055.99 USD,"Bitcoin above ___ on July 26? | 64,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.09 USD/ba,"Bitcoin above ___ on July 26? | 66,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.39 USD/ba,"Zelenskyy # posts July 17 - July 24, 2026? | 60-79"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.99 USD/ba,"Bitcoin price on July 26? | 62,000-64,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,"Bitcoin price on July 26? | 64,000-66,000"
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the GOLD close price be above 4071.99 USD,"Bitcoin price on July 26? | 64,000-66,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,"Bitcoin price on July 26? | 64,000-66,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,"Bitcoin price on July 26? | 64,000-66,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,What price will Hyperliquid hit in 2026? | ↑ 90
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,What price will Hyperliquid hit in 2026? | ↑ 90
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,What price will Hyperliquid hit in 2026? | ↑ 90
0.5,0.37,kalYES+polyNO,100.0,37.0,Will the SILVER close price be above 58.549 US,What price will Hyperliquid hit in 2026? | ↓ 50
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 93.49 USD/ba,What price will Hyperliquid hit in 2026? | ↓ 50
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.89 USD/ba,What price will Hyperliquid hit in 2026? | ↓ 40
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4045.99 USD,What price will Hyperliquid hit in 2026? | ↓ 30
0.5,0.37,kalYES+polyNO,100.0,37.0,Will the SILVER close price be above 58.649 US,What price will Hyperliquid hit in 2026? | ↑ 80
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 58.149 US,What price will Hyperliquid hit in 2026? | ↑ 80
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.099 US,What price will Hyperliquid hit in 2026? | ↑ 80
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.049 US,What price will Hyperliquid hit in 2026? | ↑ 80
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4023.99 USD,What price will Hyperliquid hit in 2026? | ↑ 80
0.5,0.37,kalYES+polyNO,20.0,7.4,Will the WTI close price be above 94.29 USD/ba,What price will Hyperliquid hit in 2026? | ↑ 80
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.649 US,What price will Solana hit in 2026? | ↓ 50
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the SILVER close price be above 57.999 US,What price will Solana hit in 2026? | ↑ 90
0.5,0.37,kalYES+polyNO,500.0,185.0,Will the WTI close price be above 93.29 USD/ba,What price will Solana hit in 2026? | ↑ 90
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.699 US,What price will Solana hit in 2026? | ↓ 40
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.799 US,What will Silver (XAGUSD) hit Week of July 20 2026? | ↑ 
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.799 US,What will Silver (XAGUSD) hit Week of July 20 2026? | ↓ 
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.349 US,"Will Micron (MU) close above ___ end of July? | $1,100"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.49 USD/ba,"Will Micron (MU) close above ___ end of July? | $1,100"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.59 USD/ba,"Will Micron (MU) close above ___ end of July? | $1,120"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.599 US,"Will Micron (MU) close above ___ end of July? | $1,140"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4039.99 USD,"Will Micron (MU) close above ___ end of July? | $1,140"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4041.99 USD,"Will Micron (MU) close above ___ end of July? | $1,160"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.29 USD/ba,"Will Micron (MU) close above ___ end of July? | $1,200"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.19 USD/ba,"Will Micron (MU) close above ___ end of July? | $1,260"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.19 USD/ba,"Will Micron (MU) close above ___ end of July? | $1,280"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.49 USD/ba,"Khamenei # posts July 17 - July 24, 2026? | 15-19"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,What price will XRP hit July 20-26? | ↑ 1.30
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4047.99 USD,What price will XRP hit July 20-26? | ↑ 1.20
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 92.69 USD/ba,What price will Solana hit on July 23? | ↑ 80
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,What price will Solana hit on July 23? | ↓ 75
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,What price will Solana hit on July 23? | ↓ 75
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,What price will Solana hit on July 23? | ↓ 75
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.99 USD/ba,"Bitcoin price on July 25? | 62,000-64,000"
0.5,0.37,kalYES+polyNO,50.0,18.5,Will the SILVER close price be above 58.799 US,"Bitcoin price on July 25? | 64,000-66,000"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.599 US,"Zelenskyy # posts July 24 - July 31, 2026? | 60-79"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4039.99 USD,"Zelenskyy # posts July 24 - July 31, 2026? | 60-79"
0.5,0.37,kalYES+polyNO,50.0,18.5,Will the SILVER close price be above 58.749 US,"Khamenei # posts July 21 - July 28, 2026? | <5"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.399 US,"Khamenei # posts July 21 - July 28, 2026? | 5-9"
0.5,0.37,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.29 USD/ba,"Khamenei # posts July 21 - July 28, 2026? | 5-9"
